image_path,label
../processed_data/raw_images/N/N_370.png,N
../processed_data/raw_images/N/N_662.png,N
../processed_data/raw_images/N/N_946.png,N
../processed_data/raw_images/N/N_1231.png,N
../processed_data/raw_images/N/N_1515.png,N
../processed_data/raw_images/N/N_1809.png,N
../processed_data/raw_images/A/A_2044.png,A
../processed_data/raw_images/N/N_2402.png,N
../processed_data/raw_images/N/N_2706.png,N
../processed_data/raw_images/N/N_2998.png,N
../processed_data/raw_images/N/N_3282.png,N
../processed_data/raw_images/N/N_3560.png,N
../processed_data/raw_images/N/N_3862.png,N
../processed_data/raw_images/N/N_4170.png,N
../processed_data/raw_images/N/N_4466.png,N
../processed_data/raw_images/N/N_4764.png,N
../processed_data/raw_images/N/N_5060.png,N
../processed_data/raw_images/N/N_5346.png,N
../processed_data/raw_images/N/N_5633.png,N
../processed_data/raw_images/N/N_5918.png,N
../processed_data/raw_images/N/N_6214.png,N
../processed_data/raw_images/N/N_6527.png,N
../processed_data/raw_images/N/N_6823.png,N
../processed_data/raw_images/N/N_7106.png,N
../processed_data/raw_images/N/N_7391.png,N
../processed_data/raw_images/N/N_7670.png,N
../processed_data/raw_images/N/N_7953.png,N
../processed_data/raw_images/N/N_8245.png,N
../processed_data/raw_images/N/N_8539.png,N
../processed_data/raw_images/N/N_8837.png,N
../processed_data/raw_images/N/N_9141.png,N
../processed_data/raw_images/N/N_9431.png,N
../processed_data/raw_images/N/N_9710.png,N
../processed_data/raw_images/N/N_9998.png,N
../processed_data/raw_images/N/N_10282.png,N
../processed_data/raw_images/N/N_10591.png,N
../processed_data/raw_images/N/N_10894.png,N
../processed_data/raw_images/N/N_11191.png,N
../processed_data/raw_images/N/N_11480.png,N
../processed_data/raw_images/N/N_11781.png,N
../processed_data/raw_images/N/N_12066.png,N
../processed_data/raw_images/N/N_12350.png,N
../processed_data/raw_images/N/N_12645.png,N
../processed_data/raw_images/N/N_12949.png,N
../processed_data/raw_images/N/N_13266.png,N
../processed_data/raw_images/N/N_13562.png,N
../processed_data/raw_images/N/N_13842.png,N
../processed_data/raw_images/N/N_14131.png,N
../processed_data/raw_images/N/N_14423.png,N
../processed_data/raw_images/N/N_14710.png,N
../processed_data/raw_images/N/N_15011.png,N
../processed_data/raw_images/N/N_15310.png,N
../processed_data/raw_images/N/N_15607.png,N
../processed_data/raw_images/N/N_15899.png,N
../processed_data/raw_images/N/N_16183.png,N
../processed_data/raw_images/N/N_16464.png,N
../processed_data/raw_images/N/N_16755.png,N
../processed_data/raw_images/N/N_17058.png,N
../processed_data/raw_images/N/N_17358.png,N
../processed_data/raw_images/N/N_17657.png,N
../processed_data/raw_images/N/N_17947.png,N
../processed_data/raw_images/N/N_18227.png,N
../processed_data/raw_images/N/N_18514.png,N
../processed_data/raw_images/N/N_18795.png,N
../processed_data/raw_images/N/N_19080.png,N
../processed_data/raw_images/N/N_19388.png,N
../processed_data/raw_images/N/N_19693.png,N
../processed_data/raw_images/N/N_19989.png,N
../processed_data/raw_images/N/N_20271.png,N
../processed_data/raw_images/N/N_20554.png,N
../processed_data/raw_images/N/N_20837.png,N
../processed_data/raw_images/N/N_21131.png,N
../processed_data/raw_images/N/N_21423.png,N
../processed_data/raw_images/N/N_21729.png,N
../processed_data/raw_images/N/N_22029.png,N
../processed_data/raw_images/N/N_22321.png,N
../processed_data/raw_images/N/N_22603.png,N
../processed_data/raw_images/N/N_22881.png,N
../processed_data/raw_images/N/N_23164.png,N
../processed_data/raw_images/N/N_23453.png,N
../processed_data/raw_images/N/N_23756.png,N
../processed_data/raw_images/N/N_24053.png,N
../processed_data/raw_images/N/N_24345.png,N
../processed_data/raw_images/N/N_24625.png,N
../processed_data/raw_images/N/N_24913.png,N
../processed_data/raw_images/N/N_25197.png,N
../processed_data/raw_images/N/N_25485.png,N
../processed_data/raw_images/N/N_25779.png,N
../processed_data/raw_images/N/N_26088.png,N
../processed_data/raw_images/N/N_26387.png,N
../processed_data/raw_images/N/N_26670.png,N
